origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours
bukhara,urgench,419.4,motorcycle,2025-11-11,3,tuesday,clouds,4.0,low,7.19
bukhara,urgench,419.4,pickup,2025-12-19,19,friday,clouds,-3.0,medium,7.75
bukhara,urgench,419.4,truck,2025-12-29,4,monday,clouds,4.0,low,7.91
bukhara,urgench,419.4,van,2025-12-31,10,wednesday,clouds,-3.0,low,6.55
bukhara,urgench,419.4,motorcycle,2025-11-14,14,friday,clouds,-3.0,low,7.11
bukhara,urgench,419.4,van,2025-11-26,9,wednesday,clouds,-3.0,medium,8.8
bukhara,urgench,419.4,truck,2025-11-26,13,wednesday,clouds,4.0,low,7.33
bukhara,urgench,419.4,van,2025-12-16,0,tuesday,clouds,4.0,low,6.26
bukhara,urgench,419.4,pickup,2025-12-04,11,thursday,clouds,4.0,low,6.1
bukhara,urgench,419.4,van,2025-12-15,16,monday,clouds,-3.0,low,6.61
bukhara,urgench,419.4,truck,2025-11-14,3,friday,clouds,4.0,low,7.57
bukhara,urgench,419.4,truck,2025-11-29,23,saturday,clouds,4.0,low,7.92
bukhara,urgench,419.4,van,2025-11-16,18,sunday,clouds,-3.0,medium,8.9
bukhara,urgench,419.4,truck,2025-11-17,3,monday,clouds,4.0,low,7.76
bukhara,urgench,419.4,truck,2025-11-07,23,friday,clouds,-3.0,low,7.54
bukhara,urgench,419.4,truck,2025-11-26,9,wednesday,clouds,-3.0,medium,9.86
bukhara,urgench,419.4,truck,2025-12-23,12,tuesday,clouds,4.0,low,7.46
bukhara,urgench,419.4,truck,2026-01-03,15,saturday,clouds,4.0,low,7.76
bukhara,urgench,419.4,van,2025-12-18,15,thursday,clouds,-3.0,low,6.5
bukhara,urgench,419.4,van,2025-12-06,13,saturday,clouds,-3.0,low,6.82
bukhara,urgench,419.4,van,2025-11-19,13,wednesday,clouds,4.0,low,6.3
bukhara,urgench,419.4,pickup,2025-12-30,0,tuesday,clouds,-3.0,low,6.07
bukhara,urgench,419.4,van,2025-11-17,1,monday,clouds,-3.0,low,6.7
bukhara,urgench,419.4,truck,2025-11-11,7,tuesday,clouds,4.0,medium,9.9
bukhara,urgench,419.4,truck,2025-11-13,8,thursday,clouds,4.0,medium,10.38
bukhara,urgench,419.4,truck,2025-11-06,15,thursday,clouds,4.0,low,7.68
bukhara,urgench,419.4,car,2025-12-24,1,wednesday,clouds,-3.0,low,5.75
bukhara,urgench,419.4,car,2025-11-10,4,monday,clouds,4.0,low,5.79
bukhara,urgench,419.4,motorcycle,2025-11-10,23,monday,clouds,-3.0,low,7.32
bukhara,urgench,419.4,car,2025-11-30,19,sunday,clouds,4.0,medium,7.23
bukhara,urgench,419.4,pickup,2025-12-12,1,friday,clouds,-3.0,low,6.08
bukhara,urgench,419.4,van,2025-11-29,10,saturday,clouds,-3.0,low,6.42
bukhara,urgench,419.4,pickup,2025-12-23,11,tuesday,clouds,-3.0,low,6.25
bukhara,urgench,419.4,truck,2025-11-10,1,monday,clouds,-3.0,low,7.75
bukhara,urgench,419.4,pickup,2025-12-03,6,wednesday,clouds,-3.0,low,5.85
bukhara,urgench,419.4,truck,2025-12-24,3,wednesday,clouds,4.0,low,7.37
bukhara,urgench,419.4,truck,2026-01-05,4,monday,clouds,4.0,low,7.5
bukhara,urgench,419.4,motorcycle,2025-11-21,16,friday,clouds,4.0,low,7.01
bukhara,urgench,419.4,motorcycle,2025-12-22,20,monday,clouds,4.0,low,6.96
bukhara,urgench,419.4,car,2026-01-03,15,saturday,clouds,-3.0,low,5.83
bukhara,urgench,419.4,truck,2025-12-09,16,tuesday,clouds,-3.0,low,7.55
bukhara,urgench,419.4,truck,2025-11-29,21,saturday,clouds,4.0,low,7.45
bukhara,urgench,419.4,car,2026-01-04,8,sunday,clouds,-3.0,medium,7.33
bukhara,urgench,419.4,pickup,2025-12-11,12,thursday,clouds,4.0,low,6.19
bukhara,urgench,419.4,motorcycle,2025-11-19,20,wednesday,clouds,-3.0,low,7.36
bukhara,urgench,419.4,pickup,2025-11-12,4,wednesday,clouds,-3.0,low,5.94
bukhara,urgench,419.4,van,2025-12-03,6,wednesday,clouds,-3.0,low,6.37
bukhara,urgench,419.4,motorcycle,2025-12-19,22,friday,clouds,4.0,low,7.12
bukhara,urgench,419.4,van,2025-12-07,1,sunday,clouds,-3.0,low,6.39
bukhara,urgench,419.4,van,2025-11-17,2,monday,clouds,4.0,low,6.63
bukhara,urgench,419.4,motorcycle,2025-12-24,0,wednesday,clouds,4.0,low,6.99
bukhara,urgench,419.4,motorcycle,2025-11-25,17,tuesday,clouds,-3.0,medium,9.57
bukhara,urgench,419.4,car,2025-11-23,11,sunday,clouds,-3.0,low,6.01
bukhara,urgench,419.4,car,2025-12-25,12,thursday,clouds,-3.0,low,5.86
bukhara,urgench,419.4,truck,2025-11-14,7,friday,clouds,-3.0,medium,10.36
bukhara,urgench,419.4,pickup,2025-12-14,8,sunday,clouds,4.0,medium,8.2
bukhara,urgench,419.4,motorcycle,2025-12-10,3,wednesday,clouds,4.0,low,7.38
bukhara,urgench,419.4,truck,2025-11-27,1,thursday,clouds,4.0,low,7.46
bukhara,urgench,419.4,truck,2025-11-06,10,thursday,clouds,4.0,low,8.0
bukhara,urgench,419.4,car,2025-12-06,20,saturday,clouds,-3.0,low,5.52
bukhara,urgench,419.4,truck,2025-12-02,0,tuesday,clouds,4.0,low,7.61
bukhara,urgench,419.4,pickup,2025-12-27,1,saturday,clouds,-3.0,low,6.18
bukhara,urgench,419.4,car,2025-11-07,0,friday,clouds,-3.0,low,5.78
bukhara,urgench,419.4,car,2025-11-12,21,wednesday,clouds,-3.0,low,5.91
bukhara,urgench,419.4,car,2025-11-20,14,thursday,clouds,4.0,low,5.83
bukhara,urgench,419.4,pickup,2025-12-21,15,sunday,clouds,-3.0,low,6.13
bukhara,urgench,419.4,truck,2025-11-21,22,friday,clouds,4.0,low,7.83
bukhara,urgench,419.4,truck,2025-12-11,3,thursday,clouds,-3.0,low,7.4
bukhara,urgench,419.4,truck,2025-12-12,14,friday,clouds,-3.0,low,7.68
bukhara,urgench,419.4,car,2025-11-19,22,wednesday,clouds,-3.0,low,5.86
bukhara,urgench,419.4,pickup,2026-01-05,15,monday,clouds,4.0,low,6.2
bukhara,urgench,419.4,pickup,2026-01-02,3,friday,clouds,4.0,low,6.31
bukhara,urgench,419.4,pickup,2025-11-28,2,friday,clouds,-3.0,low,6.07
bukhara,urgench,419.4,van,2025-11-11,8,tuesday,clouds,4.0,medium,8.89
bukhara,urgench,419.4,pickup,2025-12-09,14,tuesday,clouds,4.0,low,6.41
bukhara,urgench,419.4,truck,2025-11-10,10,monday,clouds,4.0,low,7.41
bukhara,urgench,419.4,motorcycle,2025-11-11,19,tuesday,clouds,-3.0,medium,9.46
bukhara,urgench,419.4,van,2025-11-21,8,friday,clouds,-3.0,medium,8.9
bukhara,urgench,419.4,truck,2025-12-19,5,friday,clouds,-3.0,low,7.47
bukhara,urgench,419.4,motorcycle,2025-12-19,0,friday,clouds,-3.0,low,6.94
bukhara,urgench,419.4,motorcycle,2025-11-18,6,tuesday,clouds,4.0,low,6.84
bukhara,urgench,419.4,pickup,2025-12-29,6,monday,clouds,-3.0,low,6.14
bukhara,urgench,419.4,truck,2025-11-13,0,thursday,clouds,4.0,low,7.74
bukhara,urgench,419.4,motorcycle,2025-11-29,17,saturday,clouds,-3.0,medium,9.39
bukhara,urgench,419.4,car,2025-11-29,16,saturday,clouds,-3.0,low,5.51
bukhara,urgench,419.4,van,2025-12-13,13,saturday,clouds,4.0,low,6.68
bukhara,urgench,419.4,truck,2025-11-20,0,thursday,clouds,-3.0,low,7.56
bukhara,urgench,419.4,motorcycle,2025-12-02,9,tuesday,clouds,-3.0,medium,9.12
bukhara,urgench,419.4,motorcycle,2025-12-21,12,sunday,clouds,4.0,low,7.32
bukhara,urgench,419.4,van,2025-12-02,18,tuesday,clouds,-3.0,medium,8.76
bukhara,urgench,419.4,car,2025-11-20,9,thursday,clouds,-3.0,medium,7.51
bukhara,urgench,419.4,car,2025-12-15,4,monday,clouds,-3.0,low,5.85
bukhara,urgench,419.4,car,2025-12-07,18,sunday,clouds,4.0,medium,7.65
bukhara,urgench,419.4,truck,2025-12-15,5,monday,clouds,-3.0,low,7.51
bukhara,urgench,419.4,van,2025-11-19,9,wednesday,clouds,4.0,medium,8.15
bukhara,urgench,419.4,car,2026-01-04,3,sunday,clouds,4.0,low,5.64
bukhara,urgench,419.4,motorcycle,2025-12-06,6,saturday,clouds,4.0,low,7.24
bukhara,urgench,419.4,pickup,2025-11-20,0,thursday,clouds,-3.0,low,6.09
bukhara,urgench,419.4,motorcycle,2026-01-01,16,thursday,clouds,-3.0,low,7.3
bukhara,urgench,419.4,car,2025-11-19,16,wednesday,clouds,4.0,low,5.78
bukhara,urgench,419.4,van,2025-12-24,15,wednesday,clouds,-3.0,low,6.61
bukhara,urgench,419.4,pickup,2025-12-17,17,wednesday,clouds,-3.0,medium,8.38
bukhara,urgench,419.4,motorcycle,2025-12-16,21,tuesday,clouds,-3.0,low,6.82
bukhara,urgench,419.4,car,2025-11-29,4,saturday,clouds,-3.0,low,5.63
bukhara,urgench,419.4,car,2026-01-04,23,sunday,clouds,4.0,low,6.01
bukhara,urgench,419.4,pickup,2025-12-29,18,monday,clouds,-3.0,medium,7.76
bukhara,urgench,419.4,truck,2025-12-21,4,sunday,clouds,-3.0,low,7.31
bukhara,urgench,419.4,truck,2025-11-10,17,monday,clouds,-3.0,medium,10.14
bukhara,urgench,419.4,motorcycle,2025-12-24,10,wednesday,clouds,4.0,low,6.91
bukhara,urgench,419.4,motorcycle,2026-01-03,14,saturday,clouds,-3.0,low,7.04
bukhara,urgench,419.4,motorcycle,2025-12-29,6,monday,clouds,-3.0,low,6.98
bukhara,urgench,419.4,van,2025-11-20,15,thursday,clouds,-3.0,low,6.28
bukhara,urgench,419.4,car,2025-11-13,22,thursday,clouds,-3.0,low,5.49
bukhara,urgench,419.4,van,2025-11-20,12,thursday,clouds,-3.0,low,6.38
bukhara,urgench,419.4,van,2025-11-21,15,friday,clouds,4.0,low,6.76
bukhara,urgench,419.4,car,2025-12-04,18,thursday,clouds,-3.0,medium,7.31
bukhara,urgench,419.4,pickup,2025-12-04,13,thursday,clouds,4.0,low,6.14
bukhara,urgench,419.4,car,2025-11-15,19,saturday,clouds,-3.0,medium,7.33
bukhara,urgench,419.4,motorcycle,2025-12-16,17,tuesday,clouds,4.0,medium,8.89
bukhara,urgench,419.4,truck,2025-12-29,9,monday,clouds,-3.0,medium,10.38
bukhara,urgench,419.4,truck,2025-12-09,7,tuesday,clouds,-3.0,medium,9.57
bukhara,urgench,419.4,truck,2025-11-20,19,thursday,clouds,-3.0,medium,9.57
bukhara,urgench,419.4,car,2025-11-13,14,thursday,clouds,-3.0,low,5.68
bukhara,urgench,419.4,motorcycle,2025-12-24,18,wednesday,clouds,-3.0,medium,9.16
bukhara,urgench,419.4,truck,2025-11-07,21,friday,clouds,-3.0,low,7.41
bukhara,urgench,419.4,pickup,2025-12-19,19,friday,clouds,-3.0,medium,7.98
bukhara,urgench,419.4,car,2025-11-30,2,sunday,clouds,4.0,low,6.03
bukhara,urgench,419.4,van,2026-01-05,15,monday,clouds,-3.0,low,6.91
bukhara,urgench,419.4,pickup,2025-11-28,21,friday,clouds,-3.0,low,6.11
bukhara,urgench,419.4,car,2026-01-03,4,saturday,clouds,4.0,low,5.66
bukhara,urgench,419.4,pickup,2025-12-31,0,wednesday,clouds,4.0,low,6.37
bukhara,urgench,419.4,motorcycle,2025-11-13,11,thursday,clouds,-3.0,low,6.74
bukhara,urgench,419.4,truck,2025-11-13,11,thursday,clouds,-3.0,low,7.41
bukhara,urgench,419.4,motorcycle,2025-11-30,5,sunday,clouds,4.0,low,7.07
bukhara,urgench,419.4,van,2025-12-20,13,saturday,clouds,4.0,low,6.88
bukhara,urgench,419.4,pickup,2025-11-13,0,thursday,clouds,4.0,low,6.17
bukhara,urgench,419.4,van,2025-12-22,11,monday,clouds,4.0,low,6.33
bukhara,urgench,419.4,car,2025-11-21,9,friday,clouds,4.0,medium,7.84
bukhara,urgench,419.4,motorcycle,2025-12-27,2,saturday,clouds,-3.0,low,7.0
bukhara,urgench,419.4,motorcycle,2025-12-14,9,sunday,clouds,4.0,medium,9.23
bukhara,urgench,419.4,car,2025-11-15,8,saturday,clouds,4.0,medium,7.84
bukhara,urgench,419.4,motorcycle,2025-12-19,20,friday,clouds,4.0,low,7.42
bukhara,urgench,419.4,pickup,2025-11-10,17,monday,clouds,4.0,medium,8.12
bukhara,urgench,419.4,pickup,2025-11-29,0,saturday,clouds,4.0,low,6.31
bukhara,urgench,419.4,pickup,2025-12-15,13,monday,clouds,-3.0,low,5.96
bukhara,urgench,419.4,motorcycle,2025-12-12,8,friday,clouds,4.0,medium,9.61
bukhara,urgench,419.4,pickup,2025-12-16,4,tuesday,clouds,4.0,low,6.19
bukhara,urgench,419.4,van,2025-11-19,4,wednesday,clouds,4.0,low,6.33
bukhara,urgench,419.4,motorcycle,2025-11-13,23,thursday,clouds,4.0,low,7.01
bukhara,urgench,419.4,car,2025-12-20,1,saturday,clouds,4.0,low,5.77
bukhara,urgench,419.4,truck,2025-11-12,11,wednesday,clouds,-3.0,low,7.78
bukhara,urgench,419.4,motorcycle,2025-12-18,15,thursday,clouds,4.0,low,7.17
bukhara,urgench,419.4,pickup,2025-12-20,10,saturday,clouds,-3.0,low,6.04
bukhara,urgench,419.4,truck,2025-11-22,6,saturday,clouds,4.0,low,7.84
bukhara,urgench,419.4,car,2025-12-22,13,monday,clouds,4.0,low,5.69
bukhara,urgench,419.4,van,2025-11-18,12,tuesday,clouds,-3.0,low,6.56
bukhara,urgench,419.4,motorcycle,2025-12-24,0,wednesday,clouds,-3.0,low,6.81
bukhara,urgench,419.4,car,2025-12-15,11,monday,clouds,4.0,low,5.89
bukhara,urgench,419.4,van,2025-12-03,0,wednesday,clouds,4.0,low,6.73
bukhara,urgench,419.4,truck,2025-12-29,0,monday,clouds,4.0,low,7.66
bukhara,urgench,419.4,motorcycle,2025-12-10,7,wednesday,clouds,-3.0,medium,9.56
bukhara,urgench,419.4,car,2025-11-10,21,monday,clouds,-3.0,low,5.59
bukhara,urgench,419.4,truck,2025-11-14,16,friday,clouds,4.0,low,7.42
bukhara,urgench,419.4,car,2025-12-02,0,tuesday,clouds,-3.0,low,5.95
bukhara,urgench,419.4,pickup,2025-12-19,6,friday,clouds,-3.0,low,6.18
bukhara,urgench,419.4,pickup,2025-12-21,6,sunday,clouds,-3.0,low,6.32
bukhara,urgench,419.4,pickup,2025-12-05,2,friday,clouds,4.0,low,6.01
bukhara,urgench,419.4,car,2025-12-22,12,monday,clouds,-3.0,low,5.72
bukhara,urgench,419.4,van,2025-12-06,18,saturday,clouds,4.0,medium,8.7
bukhara,urgench,419.4,motorcycle,2025-12-31,16,wednesday,clouds,4.0,low,7.11
bukhara,urgench,419.4,van,2025-11-11,13,tuesday,clouds,-3.0,low,6.67
bukhara,urgench,419.4,motorcycle,2025-11-13,23,thursday,clouds,-3.0,low,7.01
bukhara,urgench,419.4,van,2025-12-29,10,monday,clouds,4.0,low,6.41
bukhara,urgench,419.4,truck,2025-11-25,12,tuesday,clouds,-3.0,low,7.37
bukhara,urgench,419.4,pickup,2025-11-15,4,saturday,clouds,4.0,low,6.03
bukhara,urgench,419.4,pickup,2026-01-05,5,monday,clouds,-3.0,low,6.16
bukhara,urgench,419.4,motorcycle,2025-11-30,13,sunday,clouds,-3.0,low,6.83
bukhara,urgench,419.4,van,2025-12-12,0,friday,clouds,-3.0,low,6.27
bukhara,urgench,419.4,car,2025-11-08,9,saturday,clouds,-3.0,medium,7.16
bukhara,urgench,419.4,truck,2026-01-05,14,monday,clouds,4.0,low,7.48
bukhara,urgench,419.4,van,2025-12-14,3,sunday,clouds,4.0,low,6.34
bukhara,urgench,419.4,truck,2025-12-18,18,thursday,clouds,4.0,medium,10.25
bukhara,urgench,419.4,pickup,2026-01-05,11,monday,clouds,-3.0,low,6.33
bukhara,urgench,419.4,truck,2025-11-19,8,wednesday,clouds,-3.0,medium,9.7
bukhara,urgench,419.4,motorcycle,2025-12-23,1,tuesday,clouds,4.0,low,7.03
bukhara,urgench,419.4,car,2025-12-23,23,tuesday,clouds,-3.0,low,5.69
bukhara,urgench,419.4,pickup,2025-11-19,2,wednesday,clouds,4.0,low,5.91
bukhara,urgench,419.4,van,2025-11-24,16,monday,clouds,4.0,low,6.85
bukhara,urgench,419.4,van,2025-12-22,4,monday,clouds,4.0,low,6.41
bukhara,urgench,419.4,car,2025-11-26,17,wednesday,clouds,4.0,medium,7.86
bukhara,urgench,419.4,car,2025-11-23,20,sunday,clouds,4.0,low,5.73
bukhara,urgench,419.4,van,2025-11-25,5,tuesday,clouds,4.0,low,6.68
bukhara,urgench,419.4,van,2025-11-24,11,monday,clouds,4.0,low,6.32
bukhara,urgench,419.4,van,2025-12-22,10,monday,clouds,4.0,low,6.56
bukhara,urgench,419.4,van,2025-12-01,12,monday,clouds,4.0,low,6.3
bukhara,urgench,419.4,pickup,2025-12-08,15,monday,clouds,-3.0,low,6.33
bukhara,urgench,419.4,car,2025-12-11,5,thursday,clouds,4.0,low,5.76
bukhara,urgench,419.4,pickup,2025-11-19,10,wednesday,clouds,-3.0,low,6.11
bukhara,urgench,419.4,van,2025-12-15,1,monday,clouds,-3.0,low,6.38
bukhara,urgench,419.4,truck,2026-01-01,22,thursday,clouds,-3.0,low,7.65
bukhara,urgench,419.4,pickup,2025-12-12,9,friday,clouds,-3.0,medium,8.32
bukhara,urgench,419.4,car,2025-11-13,1,thursday,clouds,-3.0,low,5.56
bukhara,urgench,419.4,truck,2025-12-15,10,monday,clouds,4.0,low,7.87
bukhara,urgench,419.4,car,2025-12-22,5,monday,clouds,-3.0,low,5.74
bukhara,urgench,419.4,van,2025-12-07,9,sunday,clouds,4.0,medium,8.86
bukhara,urgench,419.4,pickup,2026-01-03,16,saturday,clouds,-3.0,low,6.04
bukhara,urgench,419.4,pickup,2025-12-08,22,monday,clouds,-3.0,low,6.2
bukhara,urgench,419.4,motorcycle,2025-12-28,2,sunday,clouds,-3.0,low,6.96
bukhara,urgench,419.4,van,2025-12-02,21,tuesday,clouds,-3.0,low,6.48
bukhara,urgench,419.4,van,2025-12-11,7,thursday,clouds,4.0,medium,8.19
bukhara,urgench,419.4,truck,2025-11-28,1,friday,clouds,4.0,low,7.38
bukhara,urgench,419.4,van,2025-11-11,3,tuesday,clouds,4.0,low,6.66
bukhara,urgench,419.4,truck,2025-11-18,20,tuesday,clouds,4.0,low,7.52
bukhara,urgench,419.4,car,2025-11-24,6,monday,clouds,4.0,low,5.88
bukhara,urgench,419.4,motorcycle,2025-12-22,4,monday,clouds,4.0,low,6.83
bukhara,urgench,419.4,truck,2026-01-01,18,thursday,clouds,-3.0,medium,10.28
bukhara,urgench,419.4,truck,2025-12-15,4,monday,clouds,-3.0,low,8.02
bukhara,urgench,419.4,car,2025-12-17,20,wednesday,clouds,4.0,low,5.9
bukhara,urgench,419.4,motorcycle,2025-12-09,9,tuesday,clouds,4.0,medium,9.17
bukhara,urgench,419.4,truck,2025-12-11,15,thursday,clouds,4.0,low,7.76
bukhara,urgench,419.4,van,2025-12-13,1,saturday,clouds,-3.0,low,6.65
bukhara,urgench,419.4,pickup,2025-12-27,23,saturday,clouds,-3.0,low,6.41
bukhara,urgench,419.4,pickup,2025-11-22,3,saturday,clouds,-3.0,low,6.3
bukhara,urgench,419.4,motorcycle,2025-11-10,21,monday,clouds,4.0,low,7.26
bukhara,urgench,419.4,van,2025-11-30,6,sunday,clouds,-3.0,low,6.83
bukhara,urgench,419.4,car,2025-12-23,21,tuesday,clouds,4.0,low,5.96
bukhara,urgench,419.4,pickup,2025-11-08,5,saturday,clouds,-3.0,low,6.3
bukhara,urgench,419.4,motorcycle,2026-01-04,21,sunday,clouds,-3.0,low,6.94
bukhara,urgench,419.4,truck,2025-12-11,7,thursday,clouds,-3.0,medium,9.7
bukhara,urgench,419.4,car,2025-11-22,22,saturday,clouds,-3.0,low,5.72
bukhara,urgench,419.4,pickup,2025-12-29,5,monday,clouds,4.0,low,6.31
bukhara,urgench,419.4,van,2025-12-17,21,wednesday,clouds,-3.0,low,6.31
bukhara,urgench,419.4,motorcycle,2025-11-29,1,saturday,clouds,-3.0,low,6.96
bukhara,urgench,419.4,car,2025-11-06,22,thursday,clouds,4.0,low,5.64
bukhara,urgench,419.4,truck,2025-12-13,19,saturday,clouds,4.0,medium,9.6
bukhara,urgench,419.4,van,2025-12-12,9,friday,clouds,-3.0,medium,8.84
bukhara,urgench,419.4,pickup,2025-12-13,2,saturday,clouds,-3.0,low,5.89
bukhara,urgench,419.4,van,2025-12-20,21,saturday,clouds,4.0,low,6.59
bukhara,urgench,419.4,truck,2025-11-11,19,tuesday,clouds,4.0,medium,9.58
bukhara,urgench,419.4,motorcycle,2025-11-13,4,thursday,clouds,-3.0,low,6.87
bukhara,urgench,419.4,van,2025-12-23,23,tuesday,clouds,-3.0,low,6.45
bukhara,urgench,419.4,motorcycle,2025-11-23,10,sunday,clouds,4.0,low,6.87
bukhara,urgench,419.4,car,2025-12-23,19,tuesday,clouds,4.0,medium,7.47
bukhara,urgench,419.4,car,2025-12-21,18,sunday,clouds,-3.0,medium,7.66
bukhara,urgench,419.4,van,2025-11-06,0,thursday,clouds,-3.0,low,6.89
bukhara,urgench,419.4,truck,2026-01-04,13,sunday,clouds,-3.0,low,7.38
bukhara,urgench,419.4,truck,2025-12-11,5,thursday,clouds,-3.0,low,7.56
bukhara,urgench,419.4,van,2025-11-15,16,saturday,clouds,-3.0,low,6.42
bukhara,urgench,419.4,motorcycle,2025-12-03,12,wednesday,clouds,-3.0,low,7.32
bukhara,urgench,419.4,pickup,2025-12-18,23,thursday,clouds,-3.0,low,6.13
bukhara,urgench,419.4,car,2025-12-14,22,sunday,clouds,-3.0,low,5.67
bukhara,urgench,419.4,motorcycle,2025-11-06,18,thursday,clouds,-3.0,medium,9.06
bukhara,urgench,419.4,pickup,2025-11-16,10,sunday,clouds,-3.0,low,6.18
bukhara,urgench,419.4,motorcycle,2025-12-20,2,saturday,clouds,4.0,low,7.11
bukhara,urgench,419.4,pickup,2026-01-02,1,friday,clouds,4.0,low,5.91
bukhara,urgench,419.4,truck,2025-12-11,6,thursday,clouds,-3.0,low,7.97
bukhara,urgench,419.4,car,2025-12-22,2,monday,clouds,4.0,low,5.99
bukhara,urgench,419.4,pickup,2025-12-25,22,thursday,clouds,4.0,low,5.92
bukhara,urgench,419.4,pickup,2026-01-03,9,saturday,clouds,-3.0,medium,8.16
bukhara,urgench,419.4,van,2025-11-07,3,friday,clouds,-3.0,low,6.41
bukhara,urgench,419.4,motorcycle,2025-12-02,3,tuesday,clouds,-3.0,low,6.76
bukhara,urgench,419.4,motorcycle,2025-11-26,22,wednesday,clouds,4.0,low,7.26
bukhara,urgench,419.4,truck,2025-11-23,15,sunday,clouds,-3.0,low,7.47
bukhara,urgench,419.4,pickup,2025-12-28,6,sunday,clouds,-3.0,low,6.11
bukhara,urgench,419.4,truck,2026-01-03,5,saturday,clouds,4.0,low,7.78
bukhara,urgench,419.4,pickup,2025-11-07,4,friday,clouds,-3.0,low,5.96
bukhara,urgench,419.4,motorcycle,2026-01-01,1,thursday,clouds,-3.0,low,7.32
bukhara,urgench,419.4,van,2025-12-31,7,wednesday,clouds,-3.0,medium,8.32
bukhara,urgench,419.4,car,2025-12-12,20,friday,clouds,-3.0,low,5.54
bukhara,urgench,419.4,pickup,2025-12-03,13,wednesday,clouds,-3.0,low,6.11
bukhara,urgench,419.4,car,2025-12-28,10,sunday,clouds,-3.0,low,5.84
bukhara,urgench,419.4,pickup,2025-12-02,16,tuesday,clouds,4.0,low,6.36
bukhara,urgench,419.4,van,2025-12-23,0,tuesday,clouds,4.0,low,6.67
bukhara,urgench,419.4,van,2025-12-02,5,tuesday,clouds,4.0,low,6.79
bukhara,urgench,419.4,truck,2025-11-15,11,saturday,clouds,-3.0,low,7.45
bukhara,urgench,419.4,pickup,2025-12-08,3,monday,clouds,4.0,low,6.25
bukhara,urgench,419.4,car,2025-11-28,21,friday,clouds,4.0,low,5.97
bukhara,urgench,419.4,truck,2025-12-23,11,tuesday,clouds,4.0,low,7.5
bukhara,urgench,419.4,truck,2025-11-18,15,tuesday,clouds,-3.0,low,7.76
bukhara,urgench,419.4,car,2025-11-18,0,tuesday,clouds,-3.0,low,5.86
bukhara,urgench,419.4,pickup,2025-11-30,21,sunday,clouds,4.0,low,6.35
bukhara,urgench,419.4,van,2025-12-17,10,wednesday,clouds,-3.0,low,6.41
bukhara,urgench,419.4,motorcycle,2025-11-23,23,sunday,clouds,-3.0,low,6.75
bukhara,urgench,419.4,van,2025-12-29,15,monday,clouds,-3.0,low,6.58
bukhara,urgench,419.4,motorcycle,2025-12-30,13,tuesday,clouds,-3.0,low,6.76
bukhara,urgench,419.4,truck,2025-11-09,14,sunday,clouds,4.0,low,7.79
bukhara,urgench,419.4,motorcycle,2025-12-23,2,tuesday,clouds,-3.0,low,7.34
bukhara,urgench,419.4,truck,2025-12-05,0,friday,clouds,-3.0,low,7.37
bukhara,urgench,419.4,van,2025-11-10,23,monday,clouds,4.0,low,6.6
bukhara,urgench,419.4,truck,2025-11-25,10,tuesday,clouds,4.0,low,7.7
bukhara,urgench,419.4,car,2025-12-28,16,sunday,clouds,4.0,low,5.93
bukhara,urgench,419.4,truck,2025-11-25,11,tuesday,clouds,-3.0,low,7.86
bukhara,urgench,419.4,motorcycle,2025-12-23,20,tuesday,clouds,-3.0,low,6.81
bukhara,urgench,419.4,pickup,2025-12-22,22,monday,clouds,-3.0,low,6.37
bukhara,urgench,419.4,pickup,2025-12-26,20,friday,clouds,4.0,low,6.29
bukhara,urgench,419.4,pickup,2025-12-07,6,sunday,clouds,-3.0,low,6.26
bukhara,urgench,419.4,motorcycle,2025-11-26,12,wednesday,clouds,4.0,low,7.3
bukhara,urgench,419.4,pickup,2025-11-25,7,tuesday,clouds,4.0,medium,7.67
bukhara,urgench,419.4,car,2026-01-05,14,monday,clouds,-3.0,low,6.02
bukhara,urgench,419.4,van,2025-12-06,16,saturday,clouds,-3.0,low,6.33
bukhara,urgench,419.4,van,2025-12-01,6,monday,clouds,4.0,low,6.85
bukhara,urgench,419.4,car,2025-11-09,7,sunday,clouds,4.0,medium,7.31
bukhara,urgench,419.4,truck,2026-01-05,22,monday,clouds,4.0,low,8.06
bukhara,urgench,419.4,pickup,2025-11-19,20,wednesday,clouds,-3.0,low,6.24
bukhara,urgench,419.4,pickup,2025-12-09,17,tuesday,clouds,-3.0,medium,8.22
bukhara,urgench,419.4,van,2025-11-22,23,saturday,clouds,4.0,low,6.36
bukhara,urgench,419.4,pickup,2025-12-31,8,wednesday,clouds,-3.0,medium,7.78
bukhara,urgench,419.4,pickup,2025-11-30,21,sunday,clouds,-3.0,low,6.29
bukhara,urgench,419.4,car,2025-12-12,6,friday,clouds,-3.0,low,5.87
bukhara,urgench,419.4,motorcycle,2025-11-20,11,thursday,clouds,4.0,low,7.45
bukhara,urgench,419.4,truck,2025-11-16,3,sunday,clouds,4.0,low,7.56
bukhara,urgench,419.4,car,2025-12-27,8,saturday,clouds,4.0,medium,7.17
bukhara,urgench,419.4,truck,2025-12-25,21,thursday,clouds,4.0,low,7.72
bukhara,urgench,419.4,truck,2025-12-30,19,tuesday,clouds,4.0,medium,9.82
bukhara,urgench,419.4,truck,2025-12-30,0,tuesday,clouds,-3.0,low,7.81
bukhara,urgench,419.4,motorcycle,2025-11-19,8,wednesday,clouds,4.0,medium,9.35
