origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours,day_of_month,week_of_year,month,is_weekend,is_peak_hour,is_night
samarkand,urgench,650.7,pickup,2025-12-29,0,monday,clouds,4.7,low,9.26,29,1,12,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-24,2,monday,clouds,4.7,low,11.5,24,48,11,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-27,0,thursday,clouds,-3.0,low,11.2,27,48,11,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-21,19,friday,clouds,-3.0,medium,14.57,21,47,11,0,1,0
samarkand,urgench,650.7,car,2025-12-02,21,tuesday,clouds,-3.0,low,9.25,2,49,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-21,17,sunday,clouds,-3.0,medium,16.04,21,51,12,1,1,0
samarkand,urgench,650.7,van,2025-12-19,6,friday,clouds,-3.0,low,10.36,19,51,12,0,0,0
samarkand,urgench,650.7,car,2026-01-04,18,sunday,clouds,4.7,medium,11.29,4,1,1,1,1,0
samarkand,urgench,650.7,pickup,2026-01-04,7,sunday,clouds,4.7,medium,12.5,4,1,1,1,0,0
samarkand,urgench,650.7,car,2025-11-25,9,tuesday,clouds,4.7,medium,12.08,25,48,11,0,1,0
samarkand,urgench,650.7,pickup,2025-12-12,7,friday,clouds,4.7,medium,12.18,12,50,12,0,0,0
samarkand,urgench,650.7,truck,2026-01-04,21,sunday,clouds,4.7,low,11.36,4,1,1,1,0,0
samarkand,urgench,650.7,van,2026-01-01,6,thursday,clouds,4.7,low,10.33,1,1,1,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-19,13,friday,clouds,-3.0,low,11.02,19,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-12,23,friday,clouds,-3.0,low,10.53,12,50,12,0,0,1
samarkand,urgench,650.7,pickup,2025-11-06,13,thursday,clouds,4.7,low,9.99,6,45,11,0,0,0
samarkand,urgench,650.7,car,2025-12-30,23,tuesday,clouds,-3.0,low,9.3,30,1,12,0,0,1
samarkand,urgench,650.7,car,2025-11-08,15,saturday,clouds,-3.0,low,8.89,8,45,11,1,0,0
samarkand,urgench,650.7,van,2025-12-25,17,thursday,clouds,-3.0,medium,13.64,25,52,12,0,1,0
samarkand,urgench,650.7,van,2025-11-06,3,thursday,clouds,-3.0,low,10.46,6,45,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-18,0,thursday,clouds,-3.0,low,9.34,18,51,12,0,0,1
samarkand,urgench,650.7,pickup,2025-11-21,9,friday,clouds,-3.0,medium,12.36,21,47,11,0,1,0
samarkand,urgench,650.7,motorcycle,2026-01-02,18,friday,clouds,-3.0,medium,13.9,2,1,1,0,1,0
samarkand,urgench,650.7,van,2025-11-21,17,friday,clouds,4.7,medium,13.23,21,47,11,0,1,0
samarkand,urgench,650.7,van,2025-11-30,20,sunday,clouds,-3.0,low,9.99,30,48,11,1,0,0
samarkand,urgench,650.7,truck,2025-11-23,15,sunday,clouds,4.7,low,12.34,23,47,11,1,0,0
samarkand,urgench,650.7,truck,2025-12-19,14,friday,clouds,4.7,low,11.37,19,51,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-25,19,tuesday,clouds,-3.0,medium,12.04,25,48,11,0,1,0
samarkand,urgench,650.7,truck,2025-12-22,22,monday,clouds,-3.0,low,11.85,22,52,12,0,0,1
samarkand,urgench,650.7,car,2025-12-15,12,monday,clouds,-3.0,low,8.55,15,51,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-23,4,tuesday,clouds,-3.0,low,12.12,23,52,12,0,0,1
samarkand,urgench,650.7,van,2025-12-02,20,tuesday,clouds,-3.0,low,9.84,2,49,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-11,6,tuesday,clouds,4.7,low,11.11,11,46,11,0,0,0
samarkand,urgench,650.7,van,2025-12-10,16,wednesday,clouds,-3.0,low,10.2,10,50,12,0,0,0
samarkand,urgench,650.7,van,2025-12-17,17,wednesday,clouds,-3.0,medium,12.65,17,51,12,0,1,0
samarkand,urgench,650.7,van,2025-12-20,4,saturday,clouds,-3.0,low,10.3,20,51,12,1,0,1
samarkand,urgench,650.7,van,2025-12-21,0,sunday,clouds,4.7,low,10.39,21,51,12,1,0,1
samarkand,urgench,650.7,car,2025-11-24,1,monday,clouds,-3.0,low,8.64,24,48,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-23,18,tuesday,clouds,4.7,medium,12.18,23,52,12,0,1,0
samarkand,urgench,650.7,truck,2025-12-16,13,tuesday,clouds,4.7,low,11.66,16,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-18,23,tuesday,clouds,-3.0,low,11.29,18,47,11,0,0,1
samarkand,urgench,650.7,car,2025-12-26,13,friday,clouds,-3.0,low,9.36,26,52,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-18,9,tuesday,clouds,-3.0,medium,11.96,18,47,11,0,1,0
samarkand,urgench,650.7,van,2025-11-11,10,tuesday,clouds,-3.0,low,10.53,11,46,11,0,1,0
samarkand,urgench,650.7,car,2025-11-21,21,friday,clouds,-3.0,low,8.57,21,47,11,0,0,0
samarkand,urgench,650.7,car,2025-12-13,14,saturday,clouds,4.7,low,9.12,13,50,12,1,0,0
samarkand,urgench,650.7,truck,2025-11-16,10,sunday,clouds,-3.0,low,11.86,16,46,11,1,1,0
samarkand,urgench,650.7,van,2025-12-18,14,thursday,clouds,4.7,low,10.26,18,51,12,0,0,0
samarkand,urgench,650.7,van,2025-11-19,7,wednesday,clouds,4.7,medium,13.85,19,47,11,0,0,0
samarkand,urgench,650.7,truck,2025-12-09,7,tuesday,clouds,-3.0,medium,15.58,9,50,12,0,0,0
samarkand,urgench,650.7,car,2025-12-22,8,monday,clouds,4.7,medium,12.0,22,52,12,0,1,0
samarkand,urgench,650.7,van,2025-12-02,4,tuesday,clouds,-3.0,low,9.76,2,49,12,0,0,1
samarkand,urgench,650.7,pickup,2025-11-22,7,saturday,clouds,4.7,medium,12.43,22,47,11,1,0,0
samarkand,urgench,650.7,car,2025-12-11,3,thursday,clouds,4.7,low,8.91,11,50,12,0,0,1
samarkand,urgench,650.7,pickup,2025-11-18,4,tuesday,clouds,4.7,low,9.3,18,47,11,0,0,1
samarkand,urgench,650.7,motorcycle,2025-12-19,23,friday,clouds,4.7,low,10.71,19,51,12,0,0,1
samarkand,urgench,650.7,van,2026-01-04,13,sunday,clouds,-3.0,low,10.3,4,1,1,1,0,0
samarkand,urgench,650.7,pickup,2025-11-17,13,monday,clouds,-3.0,low,9.71,17,47,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-23,11,tuesday,clouds,-3.0,low,11.03,23,52,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-09,10,tuesday,clouds,-3.0,low,12.08,9,50,12,0,1,0
samarkand,urgench,650.7,car,2025-12-26,6,friday,clouds,4.7,low,8.93,26,52,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-12,4,wednesday,clouds,-3.0,low,9.68,12,46,11,0,0,1
samarkand,urgench,650.7,car,2025-12-22,8,monday,clouds,4.7,medium,11.66,22,52,12,0,1,0
samarkand,urgench,650.7,car,2025-11-30,11,sunday,clouds,-3.0,low,8.57,30,48,11,1,0,0
samarkand,urgench,650.7,motorcycle,2026-01-05,11,monday,clouds,-3.0,low,11.01,5,2,1,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-30,4,sunday,clouds,4.7,low,10.71,30,48,11,1,0,1
samarkand,urgench,650.7,car,2025-12-16,15,tuesday,clouds,-3.0,low,8.54,16,51,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-24,21,monday,clouds,-3.0,low,9.22,24,48,11,0,0,0
samarkand,urgench,650.7,car,2025-12-11,16,thursday,clouds,-3.0,low,9.16,11,50,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-07,8,sunday,clouds,4.7,medium,15.62,7,49,12,1,1,0
samarkand,urgench,650.7,motorcycle,2025-12-25,5,thursday,clouds,-3.0,low,10.75,25,52,12,0,0,1
samarkand,urgench,650.7,motorcycle,2025-12-16,16,tuesday,clouds,4.7,low,11.12,16,51,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-11,8,tuesday,clouds,4.7,medium,12.07,11,46,11,0,1,0
samarkand,urgench,650.7,van,2025-11-11,14,tuesday,clouds,-3.0,low,10.18,11,46,11,0,0,0
samarkand,urgench,650.7,truck,2025-12-10,10,wednesday,clouds,4.7,low,11.47,10,50,12,0,1,0
samarkand,urgench,650.7,truck,2026-01-05,22,monday,clouds,-3.0,low,12.33,5,2,1,0,0,1
samarkand,urgench,650.7,motorcycle,2026-01-01,11,thursday,clouds,-3.0,low,10.56,1,1,1,0,0,0
samarkand,urgench,650.7,truck,2025-12-11,1,thursday,clouds,-3.0,low,11.72,11,50,12,0,0,1
samarkand,urgench,650.7,truck,2025-12-29,20,monday,clouds,-3.0,low,12.27,29,1,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-30,13,sunday,clouds,4.7,low,9.64,30,48,11,1,0,0
samarkand,urgench,650.7,truck,2025-12-21,6,sunday,clouds,4.7,low,12.25,21,51,12,1,0,0
samarkand,urgench,650.7,truck,2025-12-15,9,monday,clouds,-3.0,medium,15.56,15,51,12,0,1,0
samarkand,urgench,650.7,van,2025-12-05,23,friday,clouds,-3.0,low,10.26,5,49,12,0,0,1
samarkand,urgench,650.7,truck,2025-11-29,4,saturday,clouds,-3.0,low,12.45,29,48,11,1,0,1
samarkand,urgench,650.7,motorcycle,2026-01-03,18,saturday,clouds,-3.0,medium,14.88,3,1,1,1,1,0
samarkand,urgench,650.7,car,2026-01-05,18,monday,clouds,-3.0,medium,11.82,5,2,1,0,1,0
samarkand,urgench,650.7,pickup,2025-11-20,16,thursday,clouds,4.7,low,9.79,20,47,11,0,0,0
samarkand,urgench,650.7,van,2025-12-11,17,thursday,clouds,4.7,medium,13.15,11,50,12,0,1,0
samarkand,urgench,650.7,van,2025-11-16,8,sunday,clouds,4.7,medium,12.79,16,46,11,1,1,0
samarkand,urgench,650.7,truck,2025-11-27,7,thursday,clouds,4.7,medium,14.77,27,48,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-09,2,tuesday,clouds,-3.0,low,11.1,9,50,12,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-16,15,sunday,clouds,4.7,low,11.17,16,46,11,1,0,0
samarkand,urgench,650.7,pickup,2025-12-28,15,sunday,clouds,-3.0,low,9.51,28,52,12,1,0,0
samarkand,urgench,650.7,car,2025-11-23,3,sunday,clouds,-3.0,low,8.76,23,47,11,1,0,1
samarkand,urgench,650.7,car,2025-11-16,5,sunday,clouds,-3.0,low,9.3,16,46,11,1,0,1
samarkand,urgench,650.7,van,2025-11-29,7,saturday,clouds,4.7,medium,13.43,29,48,11,1,0,0
samarkand,urgench,650.7,pickup,2025-12-15,8,monday,clouds,-3.0,medium,12.96,15,51,12,0,1,0
samarkand,urgench,650.7,pickup,2025-12-09,14,tuesday,clouds,-3.0,low,9.26,9,50,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-17,2,monday,clouds,-3.0,low,9.73,17,47,11,0,0,1
samarkand,urgench,650.7,car,2025-11-18,19,tuesday,clouds,-3.0,medium,11.24,18,47,11,0,1,0
samarkand,urgench,650.7,truck,2025-11-17,18,monday,clouds,4.7,medium,15.3,17,47,11,0,1,0
samarkand,urgench,650.7,motorcycle,2025-11-16,23,sunday,clouds,-3.0,low,10.9,16,46,11,1,0,1
samarkand,urgench,650.7,car,2025-12-08,18,monday,clouds,-3.0,medium,11.08,8,50,12,0,1,0
samarkand,urgench,650.7,van,2025-11-12,22,wednesday,clouds,-3.0,low,10.01,12,46,11,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-30,4,sunday,clouds,4.7,low,10.86,30,48,11,1,0,1
samarkand,urgench,650.7,pickup,2025-11-07,16,friday,clouds,4.7,low,9.74,7,45,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-18,12,thursday,clouds,4.7,low,11.24,18,51,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-15,7,monday,clouds,-3.0,medium,15.39,15,51,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-21,3,friday,clouds,4.7,low,9.52,21,47,11,0,0,1
samarkand,urgench,650.7,motorcycle,2025-11-18,16,tuesday,clouds,-3.0,low,10.54,18,47,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-13,5,saturday,clouds,-3.0,low,10.88,13,50,12,1,0,1
samarkand,urgench,650.7,motorcycle,2025-12-20,9,saturday,clouds,-3.0,medium,14.02,20,51,12,1,1,0
samarkand,urgench,650.7,van,2025-11-16,13,sunday,clouds,-3.0,low,10.67,16,46,11,1,0,0
samarkand,urgench,650.7,truck,2025-12-18,12,thursday,clouds,4.7,low,12.23,18,51,12,0,0,0
samarkand,urgench,650.7,car,2026-01-04,17,sunday,clouds,-3.0,medium,11.25,4,1,1,1,1,0
samarkand,urgench,650.7,pickup,2025-11-17,4,monday,clouds,4.7,low,9.19,17,47,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-08,1,monday,clouds,-3.0,low,9.85,8,50,12,0,0,1
samarkand,urgench,650.7,truck,2025-12-13,14,saturday,clouds,4.7,low,12.14,13,50,12,1,0,0
samarkand,urgench,650.7,pickup,2025-11-19,17,wednesday,clouds,-3.0,medium,12.77,19,47,11,0,1,0
samarkand,urgench,650.7,van,2025-12-17,6,wednesday,clouds,-3.0,low,9.94,17,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-03,20,wednesday,clouds,-3.0,low,11.16,3,49,12,0,0,0
samarkand,urgench,650.7,car,2025-11-13,8,thursday,clouds,4.7,medium,11.44,13,46,11,0,1,0
samarkand,urgench,650.7,car,2026-01-04,19,sunday,clouds,-3.0,medium,11.47,4,1,1,1,1,0
samarkand,urgench,650.7,motorcycle,2025-11-08,5,saturday,clouds,-3.0,low,10.74,8,45,11,1,0,1
samarkand,urgench,650.7,motorcycle,2025-11-10,7,monday,clouds,4.7,medium,14.43,10,46,11,0,0,0
samarkand,urgench,650.7,car,2025-11-20,15,thursday,clouds,4.7,low,9.24,20,47,11,0,0,0
samarkand,urgench,650.7,pickup,2025-11-17,14,monday,clouds,-3.0,low,9.61,17,47,11,0,0,0
samarkand,urgench,650.7,motorcycle,2026-01-04,12,sunday,clouds,4.7,low,11.43,4,1,1,1,0,0
samarkand,urgench,650.7,pickup,2025-12-01,7,monday,clouds,-3.0,medium,12.33,1,49,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-09,3,sunday,clouds,4.7,low,11.05,9,45,11,1,0,1
samarkand,urgench,650.7,pickup,2025-11-08,12,saturday,clouds,4.7,low,9.92,8,45,11,1,0,0
samarkand,urgench,650.7,car,2025-12-29,4,monday,clouds,-3.0,low,8.92,29,1,12,0,0,1
samarkand,urgench,650.7,pickup,2025-12-28,14,sunday,clouds,4.7,low,9.77,28,52,12,1,0,0
samarkand,urgench,650.7,motorcycle,2025-12-07,20,sunday,clouds,4.7,low,10.82,7,49,12,1,0,0
samarkand,urgench,650.7,motorcycle,2025-12-27,4,saturday,clouds,-3.0,low,11.12,27,52,12,1,0,1
samarkand,urgench,650.7,pickup,2025-12-13,12,saturday,clouds,-3.0,low,9.59,13,50,12,1,0,0
samarkand,urgench,650.7,motorcycle,2025-11-20,18,thursday,clouds,-3.0,medium,13.98,20,47,11,0,1,0
samarkand,urgench,650.7,van,2026-01-05,1,monday,clouds,4.7,low,10.06,5,2,1,0,0,1
samarkand,urgench,650.7,truck,2025-11-18,7,tuesday,clouds,4.7,medium,15.17,18,47,11,0,0,0
samarkand,urgench,650.7,truck,2026-01-01,2,thursday,clouds,4.7,low,11.88,1,1,1,0,0,1
samarkand,urgench,650.7,van,2025-11-10,14,monday,clouds,4.7,low,10.64,10,46,11,0,0,0
samarkand,urgench,650.7,truck,2025-12-12,10,friday,clouds,4.7,low,11.46,12,50,12,0,1,0
samarkand,urgench,650.7,car,2025-11-16,14,sunday,clouds,-3.0,low,9.16,16,46,11,1,0,0
samarkand,urgench,650.7,truck,2025-12-18,2,thursday,clouds,4.7,low,11.92,18,51,12,0,0,1
samarkand,urgench,650.7,truck,2025-11-11,0,tuesday,clouds,-3.0,low,11.91,11,46,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-01,6,monday,clouds,4.7,low,9.18,1,49,12,0,0,0
samarkand,urgench,650.7,car,2025-11-27,21,thursday,clouds,4.7,low,9.36,27,48,11,0,0,0
samarkand,urgench,650.7,pickup,2025-12-10,13,wednesday,clouds,4.7,low,9.25,10,50,12,0,0,0
samarkand,urgench,650.7,pickup,2025-11-25,12,tuesday,clouds,-3.0,low,9.36,25,48,11,0,0,0
samarkand,urgench,650.7,pickup,2025-11-18,7,tuesday,clouds,4.7,medium,12.57,18,47,11,0,0,0
samarkand,urgench,650.7,pickup,2025-11-20,21,thursday,clouds,-3.0,low,9.6,20,47,11,0,0,0
samarkand,urgench,650.7,car,2025-11-29,7,saturday,clouds,4.7,medium,12.09,29,48,11,1,0,0
samarkand,urgench,650.7,van,2025-12-24,11,wednesday,clouds,-3.0,low,10.7,24,52,12,0,0,0
samarkand,urgench,650.7,pickup,2025-12-22,17,monday,clouds,4.7,medium,11.84,22,52,12,0,1,0
samarkand,urgench,650.7,truck,2025-11-16,21,sunday,clouds,-3.0,low,11.85,16,46,11,1,0,0
samarkand,urgench,650.7,car,2025-12-26,23,friday,clouds,-3.0,low,8.51,26,52,12,0,0,1
samarkand,urgench,650.7,van,2025-11-09,7,sunday,clouds,-3.0,medium,13.24,9,45,11,1,0,0
samarkand,urgench,650.7,van,2025-12-13,22,saturday,clouds,4.7,low,9.84,13,50,12,1,0,1
samarkand,urgench,650.7,pickup,2025-11-23,0,sunday,clouds,-3.0,low,9.74,23,47,11,1,0,1
samarkand,urgench,650.7,pickup,2025-12-14,10,sunday,clouds,4.7,low,9.52,14,50,12,1,1,0
samarkand,urgench,650.7,truck,2025-12-25,12,thursday,clouds,-3.0,low,12.29,25,52,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-09,15,sunday,clouds,-3.0,low,11.27,9,45,11,1,0,0
samarkand,urgench,650.7,pickup,2025-11-06,5,thursday,clouds,-3.0,low,9.53,6,45,11,0,0,1
samarkand,urgench,650.7,van,2025-12-19,12,friday,clouds,-3.0,low,9.83,19,51,12,0,0,0
samarkand,urgench,650.7,truck,2026-01-04,13,sunday,clouds,4.7,low,12.37,4,1,1,1,0,0
samarkand,urgench,650.7,van,2025-12-09,2,tuesday,clouds,4.7,low,10.48,9,50,12,0,0,1
samarkand,urgench,650.7,pickup,2025-11-10,21,monday,clouds,4.7,low,9.43,10,46,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-09,8,tuesday,clouds,-3.0,medium,14.53,9,50,12,0,1,0
samarkand,urgench,650.7,truck,2025-12-13,6,saturday,clouds,-3.0,low,12.06,13,50,12,1,0,0
samarkand,urgench,650.7,motorcycle,2025-12-02,0,tuesday,clouds,-3.0,low,10.86,2,49,12,0,0,1
samarkand,urgench,650.7,pickup,2025-12-07,10,sunday,clouds,4.7,low,9.58,7,49,12,1,1,0
samarkand,urgench,650.7,car,2025-12-30,5,tuesday,clouds,4.7,low,9.22,30,1,12,0,0,1
samarkand,urgench,650.7,truck,2025-11-16,22,sunday,clouds,-3.0,low,12.01,16,46,11,1,0,1
samarkand,urgench,650.7,van,2025-12-02,13,tuesday,clouds,-3.0,low,9.89,2,49,12,0,0,0
samarkand,urgench,650.7,car,2025-12-13,3,saturday,clouds,-3.0,low,9.38,13,50,12,1,0,1
samarkand,urgench,650.7,motorcycle,2025-12-21,3,sunday,clouds,-3.0,low,10.97,21,51,12,1,0,1
samarkand,urgench,650.7,truck,2025-12-16,17,tuesday,clouds,-3.0,medium,16.19,16,51,12,0,1,0
samarkand,urgench,650.7,truck,2025-12-15,18,monday,clouds,-3.0,medium,15.56,15,51,12,0,1,0
samarkand,urgench,650.7,pickup,2025-12-29,9,monday,clouds,4.7,medium,12.13,29,1,12,0,1,0
samarkand,urgench,650.7,truck,2025-11-17,8,monday,clouds,4.7,medium,14.98,17,47,11,0,1,0
samarkand,urgench,650.7,pickup,2025-12-06,1,saturday,clouds,-3.0,low,9.19,6,49,12,1,0,1
samarkand,urgench,650.7,truck,2025-12-11,13,thursday,clouds,-3.0,low,11.37,11,50,12,0,0,0
samarkand,urgench,650.7,van,2025-12-17,15,wednesday,clouds,4.7,low,10.08,17,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-03,8,wednesday,clouds,-3.0,medium,14.33,3,49,12,0,1,0
samarkand,urgench,650.7,truck,2025-11-18,14,tuesday,clouds,-3.0,low,11.85,18,47,11,0,0,0
samarkand,urgench,650.7,car,2025-12-13,11,saturday,clouds,4.7,low,9.04,13,50,12,1,0,0
samarkand,urgench,650.7,car,2025-12-31,21,wednesday,clouds,4.7,low,8.7,31,1,12,0,0,0
samarkand,urgench,650.7,car,2025-12-27,17,saturday,clouds,4.7,medium,11.3,27,52,12,1,1,0
samarkand,urgench,650.7,truck,2025-12-07,5,sunday,clouds,4.7,low,11.85,7,49,12,1,0,1
samarkand,urgench,650.7,van,2025-12-13,4,saturday,clouds,4.7,low,10.35,13,50,12,1,0,1
samarkand,urgench,650.7,car,2026-01-01,8,thursday,clouds,4.7,medium,12.15,1,1,1,0,1,0
samarkand,urgench,650.7,truck,2025-11-09,1,sunday,clouds,-3.0,low,12.27,9,45,11,1,0,1
samarkand,urgench,650.7,truck,2025-11-19,7,wednesday,clouds,-3.0,medium,16.15,19,47,11,0,0,0
samarkand,urgench,650.7,van,2025-12-31,1,wednesday,clouds,4.7,low,10.02,31,1,12,0,0,1
samarkand,urgench,650.7,car,2025-12-22,0,monday,clouds,4.7,low,8.9,22,52,12,0,0,1
samarkand,urgench,650.7,truck,2025-12-05,10,friday,clouds,-3.0,low,11.82,5,49,12,0,1,0
samarkand,urgench,650.7,car,2025-12-24,12,wednesday,clouds,-3.0,low,9.09,24,52,12,0,0,0
samarkand,urgench,650.7,van,2025-12-16,19,tuesday,clouds,-3.0,medium,13.1,16,51,12,0,1,0
samarkand,urgench,650.7,motorcycle,2025-11-28,20,friday,clouds,4.7,low,11.02,28,48,11,0,0,0
samarkand,urgench,650.7,pickup,2025-12-09,6,tuesday,clouds,4.7,low,9.47,9,50,12,0,0,0
samarkand,urgench,650.7,truck,2025-11-24,8,monday,clouds,-3.0,medium,15.36,24,48,11,0,1,0
samarkand,urgench,650.7,motorcycle,2025-12-16,21,tuesday,clouds,-3.0,low,11.26,16,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-06,12,saturday,clouds,-3.0,low,11.07,6,49,12,1,0,0
samarkand,urgench,650.7,van,2026-01-02,12,friday,clouds,4.7,low,10.64,2,1,1,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-01,0,monday,clouds,4.7,low,11.01,1,49,12,0,0,1
samarkand,urgench,650.7,truck,2025-11-28,20,friday,clouds,-3.0,low,11.46,28,48,11,0,0,0
samarkand,urgench,650.7,car,2025-11-19,9,wednesday,clouds,4.7,medium,12.06,19,47,11,0,1,0
samarkand,urgench,650.7,motorcycle,2025-12-28,21,sunday,clouds,-3.0,low,11.01,28,52,12,1,0,0
samarkand,urgench,650.7,van,2025-11-27,7,thursday,clouds,4.7,medium,12.83,27,48,11,0,0,0
samarkand,urgench,650.7,pickup,2025-11-17,16,monday,clouds,-3.0,low,9.15,17,47,11,0,0,0
samarkand,urgench,650.7,car,2025-11-29,21,saturday,clouds,-3.0,low,9.33,29,48,11,1,0,0
samarkand,urgench,650.7,pickup,2025-12-09,13,tuesday,clouds,-3.0,low,9.66,9,50,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-10,9,wednesday,clouds,4.7,medium,14.77,10,50,12,0,1,0
samarkand,urgench,650.7,pickup,2025-11-27,12,thursday,clouds,4.7,low,10.0,27,48,11,0,0,0
samarkand,urgench,650.7,car,2025-12-17,20,wednesday,clouds,4.7,low,8.57,17,51,12,0,0,0
samarkand,urgench,650.7,motorcycle,2025-12-06,1,saturday,clouds,4.7,low,11.15,6,49,12,1,0,1
samarkand,urgench,650.7,van,2025-11-24,10,monday,clouds,-3.0,low,10.38,24,48,11,0,1,0
samarkand,urgench,650.7,car,2025-11-20,9,thursday,clouds,4.7,medium,11.22,20,47,11,0,1,0
samarkand,urgench,650.7,motorcycle,2025-11-07,23,friday,clouds,4.7,low,11.16,7,45,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-06,21,saturday,clouds,-3.0,low,9.82,6,49,12,1,0,0
samarkand,urgench,650.7,motorcycle,2025-12-06,15,saturday,clouds,-3.0,low,10.75,6,49,12,1,0,0
samarkand,urgench,650.7,van,2026-01-01,10,thursday,clouds,4.7,low,10.6,1,1,1,0,1,0
samarkand,urgench,650.7,van,2025-12-04,23,thursday,clouds,-3.0,low,10.73,4,49,12,0,0,1
samarkand,urgench,650.7,truck,2025-12-16,10,tuesday,clouds,4.7,low,11.7,16,51,12,0,1,0
samarkand,urgench,650.7,car,2025-11-11,10,tuesday,clouds,4.7,low,9.34,11,46,11,0,1,0
samarkand,urgench,650.7,motorcycle,2025-12-12,20,friday,clouds,-3.0,low,10.6,12,50,12,0,0,0
samarkand,urgench,650.7,van,2025-11-10,6,monday,clouds,-3.0,low,10.04,10,46,11,0,0,0
samarkand,urgench,650.7,car,2025-11-30,23,sunday,clouds,-3.0,low,8.64,30,48,11,1,0,1
samarkand,urgench,650.7,van,2025-12-25,15,thursday,clouds,4.7,low,10.52,25,52,12,0,0,0
samarkand,urgench,650.7,car,2025-11-24,7,monday,clouds,4.7,medium,11.23,24,48,11,0,0,0
samarkand,urgench,650.7,motorcycle,2025-11-23,19,sunday,clouds,-3.0,medium,14.62,23,47,11,1,1,0
samarkand,urgench,650.7,pickup,2025-12-21,21,sunday,clouds,4.7,low,9.18,21,51,12,1,0,0
samarkand,urgench,650.7,car,2025-12-30,18,tuesday,clouds,4.7,medium,11.75,30,1,12,0,1,0
samarkand,urgench,650.7,motorcycle,2025-11-24,17,monday,clouds,-3.0,medium,14.1,24,48,11,0,1,0
samarkand,urgench,650.7,car,2025-11-12,23,wednesday,clouds,-3.0,low,8.59,12,46,11,0,0,1
samarkand,urgench,650.7,pickup,2025-12-01,15,monday,clouds,4.7,low,9.94,1,49,12,0,0,0
samarkand,urgench,650.7,pickup,2025-12-20,4,saturday,clouds,4.7,low,9.43,20,51,12,1,0,1
samarkand,urgench,650.7,pickup,2025-11-25,2,tuesday,clouds,4.7,low,9.46,25,48,11,0,0,1
samarkand,urgench,650.7,truck,2025-11-08,8,saturday,clouds,-3.0,medium,15.77,8,45,11,1,1,0
samarkand,urgench,650.7,motorcycle,2025-12-24,11,wednesday,clouds,-3.0,low,10.92,24,52,12,0,0,0
samarkand,urgench,650.7,truck,2025-12-12,19,friday,clouds,4.7,medium,16.05,12,50,12,0,1,0
samarkand,urgench,650.7,pickup,2025-12-13,4,saturday,clouds,4.7,low,9.48,13,50,12,1,0,1
samarkand,urgench,650.7,truck,2025-11-17,10,monday,clouds,-3.0,low,11.71,17,47,11,0,1,0
samarkand,urgench,650.7,truck,2025-12-21,22,sunday,clouds,-3.0,low,12.32,21,51,12,1,0,1
samarkand,urgench,650.7,pickup,2025-12-27,22,saturday,clouds,4.7,low,9.13,27,52,12,1,0,1
samarkand,urgench,650.7,truck,2025-12-13,15,saturday,clouds,4.7,low,11.96,13,50,12,1,0,0
samarkand,urgench,650.7,pickup,2025-12-16,19,tuesday,clouds,4.7,medium,12.39,16,51,12,0,1,0
